IndividualA_ID,IndividualB_ID,Year,DSI,Log,RValue_Dyad,KinshipCategory_Dyad,AgeDifference_years_Dyad,DominanceRank_IndividualA,DominanceRank_IndB,Rank Difference,Centrality_IndividualA,Centrality_IndividualB,PresenceMaleInfant_IndividualA,PresenceFemaleInfant_IndividualA,PresenceMaleInfant_IndividualB,PresenceFemaleInfant_IndividualB,Male Infant Present,Female Infant Present
2,1,2010,1.244,0.128399269,0.062,maternal sib,2,0.4,0,0.4,0.742,0.705,0,1,0,0,0,1
2,1,2011,2.602,0.431685345,0.062,maternal sib,2,0.3,0,0.3,0.838,0.866,0,0,0,0,0,0
8,1,2010,1.387,0.172310969,0,maternal non-kin,4.9,0.7,0,0.7,0.845,0.705,0,0,0,0,0,0
8,1,2011,1.531,0.212453961,0,maternal non-kin,4.9,0.7,0,0.7,0.887,0.866,0,0,0,0,0,0
11,1,2010,1.336,0.15715444,0,maternal non-kin,3,0.6,0,0.6,0.758,0.705,0,0,0,0,0,0
11,1,2011,1.298,0.145507171,0,maternal non-kin,3,0.5,0,0.5,0.875,0.866,0,0,0,0,0,0
18,1,2010,0.213,-0.504455662,0.221,maternal non-kin,1.1,0.1,0,0.1,0.921,0.705,1,0,0,0,1,0
18,1,2011,0.355,-0.341988603,0.221,maternal non-kin,1.1,0.6,0,0.6,0.887,0.866,1,0,0,0,1,0
26,1,2010,1.05,0.06069784,0.07,maternal non-kin,4.3,0.9,0,0.9,0.951,0.705,0,0,0,0,0,0
26,1,2011,0.325,-0.37161107,0.07,maternal non-kin,4.3,0.9,0,0.9,0.929,0.866,1,0,0,0,1,0
27,1,2010,1.034,0.054613055,0.031,Excluded from model testing for effect of kinship categories,15.9,0.3,0,0.3,0.74,0.705,0,1,0,0,0,1
27,1,2011,1.592,0.228400359,0.031,Excluded from model testing for effect of kinship categories,15.9,0.2,0,0.2,0.731,0.866,0,0,0,0,0,0
28,1,2010,0.381,-0.317854924,0,maternal non-kin,2.1,0.8,0,0.8,0.882,0.705,0,0,0,0,0,0
28,1,2011,0.466,-0.247183569,0,maternal non-kin,2.1,0.8,0,0.8,0.94,0.866,0,0,0,0,0,0
29,1,2010,0,-1,0.022,maternal non-kin,6.7,1,0,1,0.956,0.705,0,0,0,0,0,0
29,1,2011,0.299,-0.399027104,0.022,maternal non-kin,6.7,1,0,1,0.976,0.866,0,1,0,0,0,1
30,1,2010,2.897,0.476686743,0.519,mother-offspring,8.9,0.5,0,0.5,0.692,0.705,0,0,0,0,0,0
30,1,2011,1.051,0.061075324,0.519,mother-offspring,8.9,0.4,0,0.4,0.863,0.866,0,0,0,0,0,0
32,1,2010,2.29,0.378397901,0.172,maternal non-kin,6.2,0.2,0,0.2,0.602,0.705,0,0,0,0,0,0
32,1,2011,0.571,-0.17327748,0.172,maternal non-kin,6.2,0.1,0,0.1,0.875,0.866,0,0,0,0,0,0
8,2,2009,3.328,0.535040813,0.406,paternal sib,3,0.778,0.333,0.445,0.809,0.766,0,1,0,1,0,1
8,2,2010,0.307,-0.390405591,0.406,paternal sib,3,0.7,0.4,0.3,0.845,0.742,0,0,0,1,0,1
8,2,2011,1.372,0.16790781,0.406,paternal sib,3,0.7,0.3,0.4,0.887,0.838,0,0,0,0,0,0
11,2,2009,4.51,0.663700925,0.123,paternal sib,1,0.556,0.333,0.223,0.81,0.766,0,0,0,1,0,1
11,2,2010,0.377,-0.321481621,0.123,paternal sib,1,0.6,0.4,0.2,0.758,0.742,0,0,0,1,0,1
11,2,2011,0.502,-0.220403509,0.123,paternal sib,1,0.5,0.3,0.2,0.875,0.838,0,0,0,0,0,0
18,2,2009,1.792,0.276921132,0,maternal non-kin,0.9,0,0.333,0.333,0.729,0.766,0,0,0,1,0,1
18,2,2010,1.114,0.084218687,0,maternal non-kin,0.9,0.1,0.4,0.3,0.921,0.742,1,0,0,1,1,1
18,2,2011,0.797,-0.047207557,0,maternal non-kin,0.9,0.6,0.3,0.3,0.887,0.838,1,0,0,0,1,0
26,2,2009,3.389,0.542700969,0,maternal non-kin,2.3,0.889,0.333,0.556,0.841,0.766,0,0,0,1,0,1
26,2,2010,0.681,-0.107348966,0,maternal non-kin,2.3,0.9,0.4,0.5,0.951,0.742,0,0,0,1,0,1
26,2,2011,0.26,-0.443697499,0,maternal non-kin,2.3,0.9,0.3,0.6,0.929,0.838,1,0,0,0,1,0
27,2,2009,0.103,-0.692503962,0.35,Excluded from model testing for effect of kinship categories,13.9,0.222,0.333,0.111,0.609,0.766,0,0,0,1,0,1
27,2,2010,0.62,-0.142667504,0.35,Excluded from model testing for effect of kinship categories,13.9,0.3,0.4,0.1,0.74,0.742,0,1,0,1,0,1
27,2,2011,0.241,-0.467245621,0.35,Excluded from model testing for effect of kinship categories,13.9,0.2,0.3,0.1,0.731,0.838,0,0,0,0,0,0
28,2,2009,3.626,0.571242851,0,maternal non-kin,0.2,0.667,0.333,0.334,0.969,0.766,1,0,0,1,1,1
28,2,2010,0.32,-0.37675071,0,maternal non-kin,0.2,0.8,0.4,0.4,0.882,0.742,0,0,0,1,0,1
28,2,2011,0.379,-0.319664487,0,maternal non-kin,0.2,0.8,0.3,0.5,0.94,0.838,0,0,0,0,0,0
29,2,2009,1.694,0.253822439,0,maternal non-kin,4.7,1,0.333,0.667,0.879,0.766,0,0,0,1,0,1
29,2,2010,0.075,-0.756961951,0,maternal non-kin,4.7,1,0.4,0.6,0.956,0.742,0,0,0,1,0,1
29,2,2011,0.116,-0.665546249,0,maternal non-kin,4.7,1,0.3,0.7,0.976,0.838,0,1,0,0,0,1
30,2,2009,0.716,-0.088309841,0.5,mother-offspring,7,0.444,0.333,0.111,0.591,0.766,1,0,0,1,1,1
30,2,2010,0.553,-0.185086819,0.5,mother-offspring,7,0.5,0.4,0.1,0.692,0.742,0,0,0,1,0,1
30,2,2011,1.993,0.320769228,0.5,mother-offspring,7,0.4,0.3,0.1,0.863,0.838,0,0,0,0,0,0
32,2,2009,0,-1,0.034,maternal non-kin,4.2,0.111,0.333,0.222,0.619,0.766,0,0,0,1,0,1
32,2,2010,0.075,-0.756961951,0.034,maternal non-kin,4.2,0.2,0.4,0.2,0.602,0.742,0,0,0,1,0,1
32,2,2011,0.497,-0.224025669,0.034,maternal non-kin,4.2,0.1,0.3,0.2,0.875,0.838,0,0,0,0,0,0
6,3,2005,1.28,0.139879086,0.524,mother-offspring,16.6,0.25,0,0.25,NA,NA,0,0,0,1,0,1
6,3,2006,0.688,-0.103473783,0.524,mother-offspring,16.6,0,0.25,0.25,NA,NA,0,0,0,0,0,0
6,3,2007,1.106,0.081347308,0.524,mother-offspring,16.6,0,0.5,0.5,NA,NA,0,0,1,0,1,0
6,3,2008,0.906,0.002597981,0.524,mother-offspring,16.6,0,0.5,0.5,NA,NA,1,0,1,0,1,0
7,3,2005,1.775,0.273001272,0,maternal non-kin,8.4,0.5,0,0.5,NA,NA,0,1,0,1,0,1
7,3,2006,0.684,-0.105683937,0,maternal non-kin,8.4,0.75,0.25,0.5,NA,NA,0,1,0,0,0,1
7,3,2007,0.521,-0.2069084,0,maternal non-kin,8.4,0.75,0.5,0.25,NA,NA,0,1,1,0,1,1
7,3,2008,0.39,-0.30980392,0,maternal non-kin,8.4,0.75,0.5,0.25,NA,NA,0,1,1,0,1,1
7,3,2009,0.404,-0.297569464,0,maternal non-kin,8.4,0.8,0.2,0.6,0.903,0.665,0,1,0,0,0,1
10,3,2005,1.524,0.210586025,0.06,maternal non-kin,6.2,1,0,1,NA,NA,1,0,0,1,1,1
10,3,2006,0.534,-0.197910742,0.06,maternal non-kin,6.2,1,0.25,0.75,NA,NA,0,1,0,0,0,1
10,3,2007,0.59,-0.161150909,0.06,maternal non-kin,6.2,1,0.5,0.5,NA,NA,0,1,1,0,1,1
10,3,2008,0.625,-0.139661993,0.06,maternal non-kin,6.2,1,0.5,0.5,NA,NA,0,1,1,0,1,1
10,3,2009,0.798,-0.046723663,0.06,maternal non-kin,6.2,1,0.2,0.8,0.891,0.665,0,1,0,0,0,1
22,3,2009,0.484,-0.233587153,0.534,mother-offspring,20.3,0,0.2,0.2,0.851,0.665,1,0,0,0,1,0
25,3,2005,1.379,0.169968174,0.5,mother-offspring,13.2,0.75,0,0.75,NA,NA,0,1,0,1,0,1
25,3,2006,0.876,-0.010550182,0.5,mother-offspring,13.2,0.5,0.25,0.25,NA,NA,0,1,0,0,0,1
25,3,2007,0.492,-0.227678293,0.5,mother-offspring,13.2,0.25,0.5,0.25,NA,NA,1,0,1,0,1,0
25,3,2008,1.134,0.09131516,0.5,mother-offspring,13.2,0.25,0.5,0.25,NA,NA,0,0,1,0,1,0
25,3,2009,1.956,0.31302311,0.5,mother-offspring,13.2,0.6,0.2,0.4,0.75,0.665,0,0,0,0,0,0
6,4,2010,3.304,0.531989551,0,maternal non-kin,5.3,0.571,0.429,0.142,0.868,0.991,0,1,0,0,0,1
6,4,2011,1.229,0.123524981,0,maternal non-kin,5.3,0.333,0.667,0.334,0.875,0.955,0,1,0,0,0,1
7,4,2010,3.506,0.557025722,0.5,mother-offspring,13.4,0.857,0.429,0.428,0.898,0.991,0,1,0,0,0,1
7,4,2011,2.467,0.409425869,0.5,mother-offspring,13.4,0.833,0.667,0.166,0.928,0.955,0,0,0,0,0,0
10,4,2010,2.437,0.404320467,0,maternal non-kin,15.6,1,0.429,0.571,0.929,0.991,0,1,0,0,0,1
10,4,2011,2.343,0.387923467,0,maternal non-kin,15.6,1,0.667,0.333,0.941,0.955,0,1,0,0,0,1
19,4,2010,0.776,-0.057495894,0.328,paternal sib,0.4,0,0.429,0.429,0.896,0.991,0,0,0,0,0,0
19,4,2011,0.754,-0.068542129,0.328,paternal sib,0.4,0,0.667,0.667,0.837,0.955,0,0,0,0,0,0
22,4,2010,0.423,-0.281498311,0.003,maternal non-kin,1.5,0.286,0.429,0.143,0.754,0.991,1,0,0,0,1,0
22,4,2011,0.929,0.012415375,0.003,maternal non-kin,1.5,0.167,0.667,0.5,0.828,0.955,0,0,0,0,0,0
25,4,2010,0.359,-0.338187314,0.005,maternal non-kin,8.7,0.714,0.429,0.285,0.812,0.991,1,0,0,0,1,0
25,4,2011,0.696,-0.099086932,0.005,maternal non-kin,8.7,0.5,0.667,0.167,0.83,0.955,0,0,0,0,0,0
31,4,2010,1.381,0.170555059,0.09,paternal sib,0,0.143,0.429,0.286,0.817,0.991,0,0,0,0,0,0
9,5,2009,0,-1,0.068,maternal non-kin,4.3,0.3,0.8,0.5,0.824,0.942,0,1,0,0,0,1
9,5,2010,0,-1,0.068,maternal non-kin,4.3,0.333,0.889,0.556,0.76,0.917,0,0,0,0,0,0
9,5,2011,0.054,-0.812479279,0.068,maternal non-kin,4.3,0.333,0.889,0.556,0.8,0.963,0,0,0,0,0,0
12,5,2009,0.15,-0.602059991,0.091,maternal non-kin,2.1,0,0.8,0.8,0.894,0.942,1,0,0,0,1,0
12,5,2010,0.969,0.028977705,0.091,maternal non-kin,2.1,0,0.889,0.889,0.774,0.917,0,0,0,0,0,0
12,5,2011,0.51,-0.214670165,0.091,maternal non-kin,2.1,0,0.889,0.889,0.921,0.963,0,0,0,0,0,0
13,5,2009,1.731,0.262688344,0.471,mother-offspring,7.1,1,0.8,0.2,0.959,0.942,0,0,0,0,0,0
13,5,2010,7.443,0.877544108,0.471,mother-offspring,7.1,1,0.889,0.111,0.939,0.917,0,0,0,0,0,0
13,5,2011,4.73,0.683947131,0.471,mother-offspring,7.1,1,0.889,0.111,0.969,0.963,0,0,0,0,0,0
14,5,2009,1.046,0.059184618,0.105,maternal non-kin,11.1,0.5,0.8,0.3,0.929,0.942,0,0,0,0,0,0
14,5,2010,1.468,0.195346058,0.105,maternal non-kin,11.1,0.444,0.889,0.445,0.8,0.917,0,0,0,0,0,0
14,5,2011,1.368,0.166726056,0.105,maternal non-kin,11.1,0.556,0.889,0.333,0.917,0.963,0,0,0,0,0,0
16,5,2009,0.823,-0.034798299,0.048,maternal non-kin,17.1,0.6,0.8,0.2,0.929,0.942,1,0,0,0,1,0
16,5,2010,0.414,-0.289036881,0.048,maternal non-kin,17.1,0.556,0.889,0.333,0.711,0.917,0,0,0,0,0,0
16,5,2011,1.665,0.24674471,0.048,maternal non-kin,17.1,0.667,0.889,0.222,0.834,0.963,1,0,0,0,1,0
17,5,2009,0,-1,0.099,maternal non-kin,9.1,0.2,0.8,0.6,0.818,0.942,0,0,0,0,0,0
17,5,2010,0.912,0.005180513,0.099,maternal non-kin,9.1,0.222,0.889,0.667,0.83,0.917,1,0,0,0,1,0
17,5,2011,0.456,-0.254925208,0.099,maternal non-kin,9.1,0.222,0.889,0.667,0.851,0.963,0,0,0,0,0,0
20,5,2009,1.042,0.057666104,0,maternal non-kin,1,0.1,0.8,0.7,0.844,0.942,1,0,0,0,1,0
20,5,2010,0.212,-0.505845406,0,maternal non-kin,1,0.111,0.889,0.778,0.822,0.917,1,0,0,0,1,0
20,5,2011,0.538,-0.195179321,0,maternal non-kin,1,0.111,0.889,0.778,0.921,0.963,0,0,0,0,0,0
21,5,2009,0.421,-0.283162277,0,paternal sib,4.6,0.7,0.8,0.1,0.915,0.942,0,0,0,0,0,0
21,5,2010,1.382,0.170848204,0,paternal sib,4.6,0.778,0.889,0.111,0.889,0.917,0,0,0,0,0,0
21,5,2011,2.606,0.432327792,0,paternal sib,4.6,0.778,0.889,0.111,0.95,0.963,0,1,0,0,0,1
23,5,2009,2.926,0.480868924,0.161,paternal sib,3,0.4,0.8,0.4,0.789,0.942,0,1,0,0,0,1
23,5,2010,1.736,0.263872677,0.161,paternal sib,3,0.667,0.889,0.222,0.9,0.917,0,1,0,0,0,1
23,5,2011,0.455,-0.255707017,0.161,paternal sib,3,0.444,0.889,0.445,0.911,0.963,0,0,0,0,0,0
7,6,2005,0.29,-0.408935393,0.056,maternal non-kin,8.2,0.5,0.25,0.25,NA,NA,0,1,0,0,0,1
7,6,2006,0.221,-0.493494968,0.056,maternal non-kin,8.2,0.75,0,0.75,NA,NA,0,1,0,0,0,1
7,6,2007,1.347,0.160468531,0.056,maternal non-kin,8.2,0.75,0,0.75,NA,NA,0,1,0,0,0,1
7,6,2008,1.083,0.072984745,0.056,maternal non-kin,8.2,0.75,0,0.75,NA,NA,0,1,1,0,1,1
7,6,2009,0.364,-0.333482019,0.056,maternal non-kin,8.2,0.8,0.4,0.4,0.903,0.712,0,1,0,0,0,1
7,6,2010,1.17,0.103803721,0.056,maternal non-kin,8.2,0.857,0.571,0.286,0.898,0.868,0,1,0,1,0,1
7,6,2011,0.931,0.013258665,0.056,maternal non-kin,8.2,0.833,0.333,0.5,0.928,0.875,0,0,0,1,0,1
10,6,2005,0.349,-0.347753659,0.015,maternal non-kin,10.3,1,0.25,0.75,NA,NA,1,0,0,0,1,0
10,6,2006,0.511,-0.21395879,0.015,maternal non-kin,10.3,1,0,1,NA,NA,0,1,0,0,0,1
10,6,2007,1.072,0.068927612,0.015,maternal non-kin,10.3,1,0,1,NA,NA,0,1,0,0,0,1
10,6,2008,1.255,0.131939295,0.015,maternal non-kin,10.3,1,0,1,NA,NA,0,1,1,0,1,1
10,6,2009,0.751,-0.07007044,0.015,maternal non-kin,10.3,1,0.4,0.6,0.891,0.712,0,1,0,0,0,1
10,6,2010,2.014,0.325104983,0.015,maternal non-kin,10.3,1,0.571,0.429,0.929,0.868,0,1,0,1,0,1
10,6,2011,0.86,-0.017728767,0.015,maternal non-kin,10.3,1,0.333,0.667,0.941,0.875,0,1,0,1,0,1
19,6,2010,1.725,0.261262869,0.154,maternal non-kin,5.7,0,0.571,0.571,0.896,0.868,0,0,0,1,0,1
19,6,2011,0.837,-0.028260409,0.154,maternal non-kin,5.7,0,0.333,0.333,0.837,0.875,0,0,0,1,0,1
22,6,2009,0.19,-0.537602002,0.5,maternal sib,3.7,0,0.4,0.4,0.851,0.712,1,0,0,0,1,0
22,6,2010,0.543,-0.191789027,0.5,maternal sib,3.7,0.286,0.571,0.285,0.754,0.868,1,0,0,1,1,1
22,6,2011,1.052,0.061452479,0.5,maternal sib,3.7,0.167,0.333,0.166,0.828,0.875,0,0,0,1,0,1
25,6,2005,0.162,-0.581698709,0.325,maternal sib,3.4,0.75,0.25,0.5,NA,NA,0,1,0,0,0,1
25,6,2006,0.58,-0.167491087,0.325,maternal sib,3.4,0.5,0,0.5,NA,NA,0,1,0,0,0,1
25,6,2007,0.321,-0.375717904,0.325,maternal sib,3.4,0.25,0,0.25,NA,NA,1,0,0,0,1,0
25,6,2008,1.37,0.167317335,0.325,maternal sib,3.4,0.25,0,0.25,NA,NA,0,0,1,0,1,0
25,6,2009,1.11,0.08278537,0.325,maternal sib,3.4,0.6,0.4,0.2,0.75,0.712,0,0,0,0,0,0
25,6,2010,1.367,0.166430114,0.325,maternal sib,3.4,0.714,0.571,0.143,0.812,0.868,1,0,0,1,1,1
25,6,2011,1.233,0.124830149,0.325,maternal sib,3.4,0.5,0.333,0.167,0.83,0.875,0,0,0,1,0,1
31,6,2010,1.542,0.215373153,0.413,maternal sib,5.3,0.143,0.571,0.428,0.817,0.868,0,0,0,1,0,1
10,7,2005,1.307,0.148294097,0.306,maternal sib,2.2,1,0.5,0.5,NA,NA,1,0,0,1,1,1
10,7,2006,3.073,0.501470072,0.306,maternal sib,2.2,1,0.75,0.25,NA,NA,0,1,0,1,0,1
10,7,2007,1.585,0.226599905,0.306,maternal sib,2.2,1,0.75,0.25,NA,NA,0,1,0,1,0,1
10,7,2008,2.142,0.350635608,0.306,maternal sib,2.2,1,0.75,0.25,NA,NA,0,1,0,1,0,1
10,7,2009,3.755,0.586024382,0.306,maternal sib,2.2,1,0.8,0.2,0.891,0.903,0,1,0,1,0,1
10,7,2010,0.54,-0.193820026,0.306,maternal sib,2.2,1,0.857,0.143,0.929,0.898,0,1,0,1,0,1
10,7,2011,2.412,0.400019635,0.306,maternal sib,2.2,1,0.833,0.167,0.941,0.928,0,1,0,0,0,1
19,7,2010,0.091,-0.718966633,0,maternal non-kin,13.9,0,0.857,0.857,0.896,0.898,0,0,0,1,0,1
19,7,2011,1.284,0.14113609,0,maternal non-kin,13.9,0,0.833,0.833,0.837,0.928,0,0,0,0,0,0
22,7,2009,1.096,0.07773118,0.036,maternal non-kin,11.9,0,0.8,0.8,0.851,0.903,1,0,0,1,1,1
22,7,2010,0.364,-0.333482019,0.036,maternal non-kin,11.9,0.286,0.857,0.571,0.754,0.898,1,0,0,1,1,1
22,7,2011,0.814,-0.039053804,0.036,maternal non-kin,11.9,0.167,0.833,0.666,0.828,0.928,0,0,0,0,0,0
25,7,2005,0.572,-0.172630727,0,maternal non-kin,4.8,0.75,0.5,0.25,NA,NA,0,1,0,1,0,1
25,7,2006,1.227,0.122870923,0,maternal non-kin,4.8,0.5,0.75,0.25,NA,NA,0,1,0,1,0,1
25,7,2007,1.299,0.145817714,0,maternal non-kin,4.8,0.25,0.75,0.5,NA,NA,1,0,0,1,1,1
25,7,2008,0.383,-0.316052869,0,maternal non-kin,4.8,0.25,0.75,0.5,NA,NA,0,0,0,1,0,1
25,7,2009,0.735,-0.078313525,0,maternal non-kin,4.8,0.6,0.8,0.2,0.75,0.903,0,0,0,1,0,1
25,7,2010,0.516,-0.210419288,0,maternal non-kin,4.8,0.714,0.857,0.143,0.812,0.898,1,0,0,1,1,1
25,7,2011,0.336,-0.360513511,0,maternal non-kin,4.8,0.5,0.833,0.333,0.83,0.928,0,0,0,0,0,0
31,7,2010,0.216,-0.500312917,0.181,maternal non-kin,13.4,0.143,0.857,0.714,0.817,0.898,0,0,0,1,0,1
11,8,2007,3.071,0.501196242,0.642,full sib,2,0,0.5,0.5,NA,NA,0,0,1,0,1,0
11,8,2008,1.471,0.196176185,0.642,full sib,2,0.167,0.667,0.5,NA,NA,0,0,0,0,0,0
11,8,2009,1.859,0.292034436,0.642,full sib,2,0.556,0.778,0.222,0.81,0.809,0,0,0,1,0,1
11,8,2010,0.672,-0.1123827,0.642,full sib,2,0.6,0.7,0.1,0.758,0.845,0,0,0,0,0,0
11,8,2011,3.574,0.565139152,0.642,full sib,2,0.5,0.7,0.2,0.875,0.887,0,0,0,0,0,0
18,8,2009,0.106,-0.68613278,0.038,maternal non-kin,3.8,0,0.778,0.778,0.729,0.809,0,0,0,1,0,1
18,8,2010,2.113,0.344981414,0.038,maternal non-kin,3.8,0.1,0.7,0.6,0.921,0.845,1,0,0,0,1,0
18,8,2011,0.767,-0.061980903,0.038,maternal non-kin,3.8,0.6,0.7,0.1,0.887,0.887,1,0,0,0,1,0
26,8,2006,0.655,-0.122053048,0,maternal non-kin,0.6,0.6,0.4,0.2,NA,NA,0,0,0,0,0,0
26,8,2007,1.793,0.277150614,0,maternal non-kin,0.6,0.833,0.5,0.333,NA,NA,0,1,1,0,1,1
26,8,2008,1.244,0.128399269,0,maternal non-kin,0.6,0.833,0.667,0.166,NA,NA,0,0,0,0,0,0
26,8,2009,0.292,-0.406713933,0,maternal non-kin,0.6,0.889,0.778,0.111,0.841,0.809,0,0,0,1,0,1
26,8,2010,0.853,-0.020907099,0,maternal non-kin,0.6,0.9,0.7,0.2,0.951,0.845,0,0,0,0,0,0
26,8,2011,0.376,-0.322393047,0,maternal non-kin,0.6,0.9,0.7,0.2,0.929,0.887,1,0,0,0,1,0
27,8,2005,0.236,-0.473660723,0,maternal non-kin,10.9,0.25,0,0.25,NA,NA,0,0,0,0,0,0
27,8,2006,2.314,0.382737266,0,maternal non-kin,10.9,0,0.4,0.4,NA,NA,0,1,0,0,0,1
27,8,2007,0.606,-0.151195299,0,maternal non-kin,10.9,0.167,0.5,0.333,NA,NA,0,0,1,0,1,0
27,8,2008,1.621,0.23578087,0,maternal non-kin,10.9,0.333,0.667,0.334,NA,NA,0,1,0,0,0,1
27,8,2009,0,-1,0,maternal non-kin,10.9,0.222,0.778,0.556,0.609,0.809,0,0,0,1,0,1
27,8,2010,0.44,-0.26760624,0,maternal non-kin,10.9,0.3,0.7,0.4,0.74,0.845,0,1,0,0,0,1
27,8,2011,0.276,-0.424812155,0,maternal non-kin,10.9,0.2,0.7,0.5,0.731,0.887,0,0,0,0,0,0
28,8,2009,1.594,0.228913406,0,maternal non-kin,2.8,0.667,0.778,0.111,0.969,0.809,1,0,0,1,1,1
28,8,2010,1.845,0.288919606,0,maternal non-kin,2.8,0.8,0.7,0.1,0.882,0.845,0,0,0,0,0,0
28,8,2011,0.332,-0.364516253,0,maternal non-kin,2.8,0.8,0.7,0.1,0.94,0.887,0,0,0,0,0,0
29,8,2005,0.415,-0.288192771,0.077,maternal non-kin,1.8,1,0,1,NA,NA,1,0,0,0,1,0
29,8,2006,0.997,0.040206628,0.077,maternal non-kin,1.8,1,0.4,0.6,NA,NA,0,0,0,0,0,0
29,8,2007,2.026,0.32756326,0.077,maternal non-kin,1.8,1,0.5,0.5,NA,NA,0,1,1,0,1,1
29,8,2008,1.121,0.086715664,0.077,maternal non-kin,1.8,1,0.667,0.333,NA,NA,0,1,0,0,0,1
29,8,2009,1.076,0.070407322,0.077,maternal non-kin,1.8,1,0.778,0.222,0.879,0.809,0,0,0,1,0,1
29,8,2010,0.606,-0.151195299,0.077,maternal non-kin,1.8,1,0.7,0.3,0.956,0.845,0,0,0,0,0,0
29,8,2011,0.689,-0.102922997,0.077,maternal non-kin,1.8,1,0.7,0.3,0.976,0.887,0,1,0,0,0,1
30,8,2005,1.642,0.241048151,0,maternal non-kin,4,0.75,0,0.75,NA,NA,0,1,0,0,0,1
30,8,2006,0.537,-0.195860568,0,maternal non-kin,4,0.8,0.4,0.4,NA,NA,0,1,0,0,0,1
30,8,2007,0.637,-0.132532512,0,maternal non-kin,4,0.667,0.5,0.167,NA,NA,1,0,1,0,1,0
30,8,2008,0.857,-0.019088062,0,maternal non-kin,4,0.5,0.667,0.167,NA,NA,0,0,0,0,0,0
30,8,2009,0.492,-0.227678293,0,maternal non-kin,4,0.444,0.778,0.334,0.591,0.809,1,0,0,1,1,1
30,8,2010,0.743,-0.074172425,0,maternal non-kin,4,0.5,0.7,0.2,0.692,0.845,0,0,0,0,0,0
30,8,2011,2.778,0.45909079,0,maternal non-kin,4,0.4,0.7,0.3,0.863,0.887,0,0,0,0,0,0
32,8,2005,0.349,-0.347753659,0.061,maternal non-kin,1.3,0.5,0,0.5,NA,NA,0,0,0,0,0,0
32,8,2006,0.593,-0.159266765,0.061,maternal non-kin,1.3,0.2,0.4,0.2,NA,NA,0,1,0,0,0,1
32,8,2007,0.126,-0.645891561,0.061,maternal non-kin,1.3,0.333,0.5,0.167,NA,NA,0,1,1,0,1,1
32,8,2008,0.225,-0.488116639,0.061,maternal non-kin,1.3,0,0.667,0.667,NA,NA,0,0,0,0,0,0
32,8,2009,0.413,-0.289882635,0.061,maternal non-kin,1.3,0.111,0.778,0.667,0.619,0.809,0,0,0,1,0,1
32,8,2010,0.147,-0.607303047,0.061,maternal non-kin,1.3,0.2,0.7,0.5,0.602,0.845,0,0,0,0,0,0
32,8,2011,0.447,-0.262012674,0.061,maternal non-kin,1.3,0.1,0.7,0.6,0.875,0.887,0,0,0,0,0,0
12,9,2007,1.593,0.228656958,0.454,maternal sib,2.2,0,0.333,0.333,NA,NA,0,0,0,1,0,1
12,9,2008,2.228,0.366982976,0.454,maternal sib,2.2,0,0.333,0.333,NA,NA,0,0,0,1,0,1
12,9,2009,0.465,-0.247951552,0.454,maternal sib,2.2,0,0.3,0.3,0.894,0.824,1,0,0,1,1,1
12,9,2010,0.218,-0.49757288,0.454,maternal sib,2.2,0,0.333,0.333,0.774,0.76,0,0,0,0,0,0
12,9,2011,1.098,0.078456818,0.454,maternal sib,2.2,0,0.333,0.333,0.921,0.8,0,0,0,0,0,0
13,9,2007,1.417,0.180985581,0.076,maternal non-kin,2.7,1,0.333,0.667,NA,NA,0,0,0,1,0,1
13,9,2008,0,-1,0.076,maternal non-kin,2.7,1,0.333,0.667,NA,NA,0,0,0,1,0,1
13,9,2009,0.27,-0.431798276,0.076,maternal non-kin,2.7,1,0.3,0.7,0.959,0.824,0,0,0,1,0,1
13,9,2010,0.39,-0.30980392,0.076,maternal non-kin,2.7,1,0.333,0.667,0.939,0.76,0,0,0,0,0,0
13,9,2011,0.054,-0.812479279,0.076,maternal non-kin,2.7,1,0.333,0.667,0.969,0.8,0,0,0,0,0,0
14,9,2007,0.54,-0.193820026,0.049,maternal non-kin,6.7,0.667,0.333,0.334,NA,NA,1,0,0,1,1,1
14,9,2008,0.412,-0.290730039,0.049,maternal non-kin,6.7,0.556,0.333,0.223,NA,NA,1,0,0,1,1,1
14,9,2009,0.248,-0.458420756,0.049,maternal non-kin,6.7,0.5,0.3,0.2,0.929,0.824,0,0,0,1,0,1
14,9,2010,1.004,0.042969073,0.049,maternal non-kin,6.7,0.444,0.333,0.111,0.8,0.76,0,0,0,0,0,0
14,9,2011,3.153,0.512284063,0.049,maternal non-kin,6.7,0.556,0.333,0.223,0.917,0.8,0,0,0,0,0,0
15,9,2007,1.582,0.225825991,0.3,maternal non-kin,14.7,0.889,0.333,0.556,NA,NA,0,1,0,1,0,1
15,9,2008,0.973,0.030599722,0.3,maternal non-kin,14.7,0.889,0.333,0.556,NA,NA,0,1,0,1,0,1
15,9,2009,0,-1,0.3,maternal non-kin,14.7,0.9,0.3,0.6,0.887,0.824,0,1,0,1,0,1
16,9,2007,1.065,0.066325925,0.052,maternal non-kin,12.7,0.778,0.333,0.445,NA,NA,1,0,0,1,1,1
16,9,2008,0.814,-0.039053804,0.052,maternal non-kin,12.7,0.778,0.333,0.445,NA,NA,1,0,0,1,1,1
16,9,2009,0.758,-0.066512712,0.052,maternal non-kin,12.7,0.6,0.3,0.3,0.929,0.824,1,0,0,1,1,1
